마을명,시군구명,읍면동명,행정리명,숙박업소명,업태구분명,숙박업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,인허가일자,상세영업상태코드,상세영업상태명,건물지상층수,건물지하층수,객실수,한실수,양실수,데이터기준일자
남원1리마을,서귀포시,남원읍,남원1리,노인과 바다,민박업,064-764-9966,제주특별자치도 서귀포시 남원읍 남태해안로 11-12,제주특별자치도 서귀포시 남원읍 남원리 1398-6,33.27516745,126.7100326,,13,영업중,,,4,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,제주바다산책,민박업,064-764-9955,제주특별자치도 서귀포시 남원읍 남태해안로 11-14,제주특별자치도 서귀포시 남원읍 남원리 1398-5,33.27522695,126.7104162,,13,영업중,,,4,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,두리안펜션,민박업,064-901-1239,제주특별자치도 서귀포시 남원읍 태위로 551-3,제주특별자치도 서귀포시 남원읍 남원리 2355-2,33.27588539,126.7057232,,13,영업중,,,7,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,헤븐리 펜션,민박업,064-764-8746,제주특별자치도 서귀포시 남원읍 남태해안로 75-5,제주특별자치도 서귀포시 남원읍 남원리 1370-1,33.27683812,126.714098,,13,영업중,,,5,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,뜨리바다펜션,민박업,,제주특별자치도 서귀포시 남원읍 태위로510번길 31-16,제주특별자치도 서귀포시 남원읍 남원리 2397,33.27152047,126.6996413,,13,영업중,,,6,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,토리코티지x크리스토프초이,민박업,0507-1382-8221,제주특별자치도 서귀포시 남원읍 태위로 593,제주특별자치도 서귀포시 남원읍 남원리 1425-3,33.27703908,126.7103512,2014-06-01,13,영업중,,,1,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,바다랑파도랑 펜션,민박업,064-764-5757,제주특별자치도 서귀포시 남원읍 태위로 594-10,제주특별자치도 서귀포시 남원읍 남원리 1399-1,33.27563288,126.7105007,,13,영업중,,,5,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,아리아 펜션,민박업,,제주특별자치도 서귀포시 남원읍 태위로 594-2,제주특별자치도 서귀포시 남원읍 남원리 1421-2,33.27645539,126.7104041,,13,영업중,,,5,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,바다위언덕,민박업,064-764-8811,제주특별자치도 서귀포시 남원읍 태위로 594-6,제주특별자치도 서귀포시 남원읍 남원리 1421-3,33.27612395,126.7103622,,13,영업중,,,5,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,체리하우스,민박업,064-764-0505,제주특별자치도 서귀포시 남원읍 태위로 604-13,제주특별자치도 서귀포시 남원읍 남원리 1373-1,33.27633584,126.7123098,,13,영업중,,,6,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,양지통나무펜션,민박업,,제주특별자치도 서귀포시 남원읍 남태해안로 11-5,제주특별자치도 서귀포시 남원읍 남원리 1398,33.27536742,126.7097583,,13,영업중,,,4,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,마블링스테이,민박업,064-764-2100,제주특별자치도 서귀포시 남원읍 태위로 477,제주특별자치도 서귀포시 남원읍 남원리 2454-1,33.27517526,126.6981636,,13,영업중,,,1,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,제주트윈스펜션,민박업,,제주특별자치도 서귀포시 남원읍 태위로510번길 71-4,제주특별자치도 서귀포시 남원읍 남원리 2408,33.27346484,126.6964869,,13,영업중,,,1,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,시류객잔,민박업,,제주특별자치도 서귀포시 남원읍 남태해안로 11-11,제주특별자치도 서귀포시 남원읍 남원리 1398-2,33.2754472,126.710139,2019-04-12,13,영업중,,,4,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,유플러스씨,민박업,,제주특별자치도 서귀포시 남원읍 남태해안로 3,제주특별자치도 서귀포시 남원읍 남원리 1400-1,33.27559711,126.7096609,,13,영업중,,,3,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,스테이하얀달,민박업,,"제주특별자치도 서귀포시 남원읍 남원회관로 104, 1층",제주특별자치도 서귀포시 남원읍 남원리 46-1,33.27969574,126.7238222,,13,영업중,,,5,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,바당꽃펜션,민박업,0507-1437-1002,제주특별자치도 서귀포시 남원읍 남원회관로 102,제주특별자치도 서귀포시 남원읍 남원리 46,33.27956462,126.7236509,,13,영업중,,,5,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,스카이힐 스파 펜션,민박업,,제주특별자치도 서귀포시 남원읍 남원체육관로 251,제주특별자치도 서귀포시 남원읍 남원리 1284-1,33.2799035,126.7120726,,13,영업중,,,5,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,제니빌 펜션,민박업,064-764-6777,제주특별자치도 서귀포시 남원읍 태위로 604-15,제주특별자치도 서귀포시 남원읍 남원리 1373,33.27648499,126.712473,,13,영업중,,,6,,,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,기풍장여관,여관업,064-733-5212,제주특별자치도 서귀포시 남원읍 남원회관로 73,제주특별자치도 서귀포시 남원읍 남원리 96-3,33.27896977,126.7207249,2000-08-08,13,영업중,3,1,18,6,12,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,서울호텔,여관업,064-764-9595,제주특별자치도 서귀포시 남원읍 태위로 706,제주특별자치도 서귀포시 남원읍 남원리 44-3,33.27967544,126.7217961,2011-10-07,13,영업중,0,0,22,22,0,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,HOTEL이디,여관업,064-764-5567,제주특별자치도 서귀포시 남원읍 태위로 690-3,제주특별자치도 서귀포시 남원읍 남원리 98-10,33.27923068,126.7204772,2018-04-19,13,영업중,0,0,20,0,20,2022-09-30
남원1리마을,서귀포시,남원읍,남원1리,금호리조트(주)제주,휴양콘도운영업,064-766-8000,제주특별자치도 서귀포시 남원읍 태위로 522-12,제주특별자치도 서귀포시 남원읍 남원리 2390,33.27323883,126.701825,2007-07-02,13,영업중,7,1,326,0,326,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,포유펜션,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 서의로 40-6,제주특별자치도 서귀포시 남원읍 남원리 398-2,33.2960965,126.7109753,2007-01-08,13,영업중,2,0,10,0,10,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,바끄레펜션,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 서의로 55,제주특별자치도 서귀포시 남원읍 남원리 907,33.29715492,126.7095841,2013-01-01,13,영업중,,,3,,,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,이좋은순간,민박업,,제주특별자치도 서귀포시 남원읍 서의로 60-3,제주특별자치도 서귀포시 남원읍 남원리 889,33.29781943,126.7103577,,13,영업중,,,1,,,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,제주도작은집,민박업,,제주특별자치도 서귀포시 남원읍 남한로153번길 42,제주특별자치도 서귀포시 남원읍 남원리 1081-2,33.28825734,126.709262,,13,영업중,,,1,,,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,귤낭귤낭,민박업,0507-1321-5082,제주특별자치도 서귀포시 남원읍 남한로 185-4,제주특별자치도 서귀포시 남원읍 남원리 1005-2,33.29352958,126.7092445,,13,영업중,,,1,,,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,귤하우스,민박업,064-764-7725,제주특별자치도 서귀포시 남원읍 남한로 79-11,제주특별자치도 서귀포시 남원읍 남원리 1205-3,33.28495875,126.7137414,2012-02-01,13,영업중,,,4,,,2022-09-30
남원2리마을,서귀포시,남원읍,남원2리,팜트리빌리지,민박업,,제주특별자치도 서귀포시 남원읍 남원월산로74번길 101-28,제주특별자치도 서귀포시 남원읍 남원리 1188-3,33.28399055,126.7122444,,13,영업중,,,6,,,2022-09-30
수망리마을,서귀포시,남원읍,수망리,수망관광휴양펜션,기타일반 및 생활 숙박시설 운영업,070-4151-5221,제주특별자치도 서귀포시 남원읍 서성로 986-24,제주특별자치도 서귀포시 남원읍 수망리 988-2 ,33.33637674,126.6977486,2012-12-28,13,영업중,2,0,8,0,8,2022-09-30
수망리마을,서귀포시,남원읍,수망리,수망가라펜션,기타일반 및 생활 숙박시설 운영업,064-764-2582,제주특별자치도 서귀포시 남원읍 태수로 667-11,제주특별자치도 서귀포시 남원읍 수망리 481-1,33.33509179,126.7119207,2015-08-11,13,영업중,2,0,3,0,3,2022-09-30
수망리마을,서귀포시,남원읍,수망리,담새풀,기타일반 및 생활 숙박시설 운영업,0507-1384-1516,제주특별자치도 서귀포시 남원읍 중산간동로 6166-13,제주특별자치도 서귀포시 남원읍 수망리 868,33.32807252,126.7099273,2016-06-23,13,영업중,1,0,2,,,2022-09-30
수망리마을,서귀포시,남원읍,수망리,mk하우스펜션,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 중산간동로 6100-3,제주특별자치도 서귀포시 남원읍 수망리 167-17,33.32829235,126.7172865,2017-02-23,13,영업중,2,0,2,0,2,2022-09-30
수망리마을,서귀포시,남원읍,수망리,제주숲게스트하우스,민박업,064-764-7642,제주특별자치도 서귀포시 남원읍 남조로 573-16,제주특별자치도 서귀포시 남원읍 수망리 335-7,33.32870382,126.7109644,2018-10-16,13,영업중,1,0,7,0,7,2022-09-30
수망리마을,서귀포시,남원읍,수망리,황칠낭뜰애,민박업,080-789-9999,제주특별자치도 서귀포시 남원읍 남조로 699-30,제주특별자치도 서귀포시 남원읍 수망리 955-5,33.33696689,126.7041323,2012-06-01,13,영업중,1,0,1,,,2022-09-30
수망리마을,서귀포시,남원읍,수망리,수망일기,민박업,,제주특별자치도 서귀포시 남원읍 남조로 593-2,제주특별자치도 서귀포시 남원읍 수망리 360-5,33.33037226,126.7121215,2022-07-08,13,영업중,2,0,2,0,2,2022-09-30
수망리마을,서귀포시,남원읍,수망리,부영CC관광호텔,호텔업,064-766-5700,제주특별자치도 서귀포시 남원읍 남조로 960 (외 5필지),제주특별자치도 서귀포시 남원읍 수망리 628-108 외 5필지 ,33.35919331,126.7124189,2009-07-21,13,영업중,3,0,74,74,0,2022-09-30
수망리마을,서귀포시,남원읍,수망리,에코리조트,휴양콘도운영업,064-764-6641,제주특별자치도 서귀포시 남원읍 서성로 986-103,제주특별자치도 서귀포시 남원읍 수망리 938-31,33.33063862,126.7027145,2011-11-14,13,영업중,2,0,2,2,0,2022-09-30
수망리마을,서귀포시,남원읍,수망리,더클래식골프앤리조트,휴양콘도운영업,064-766-7010,제주특별자치도 서귀포시 남원읍 남조로 1105,제주특별자치도 서귀포시 남원읍 수망리 산191,33.37063872,126.6799186,2009-10-14,13,영업중,2,1,32,32,0,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,르페도라,기타일반 및 생활 숙박시설 운영업,064-732-7002,제주특별자치도 서귀포시 남원읍 신례중앙로 6,제주특별자치도 서귀포시 남원읍 신례리 994 ,33.28961328,126.6292552,2014-08-07,13,영업중,3,0,10,0,10,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,한라산풍경,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신례로 386-1,제주특별자치도 서귀포시 남원읍 신례리 1644-2,33.29424167,126.6227778,1990-07-27,13,영업중,3,0,3,0,3,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,예촌민박,기타일반 및 생활 숙박시설 운영업,0507-1316-3497,제주특별자치도 서귀포시 남원읍 중산간동로 7156,제주특별자치도 서귀포시 남원읍 신례리 735-1,33.28387532,126.6280503,2022-04-13,13,영업중,1,0,3,1,2,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,일로,기타일반 및 생활 숙박시설 운영업,064-901-2922,제주특별자치도 서귀포시 남원읍 신례로 309-7,제주특별자치도 서귀포시 남원읍 신례리 1060-1,33.28950422,126.6267086,2015-07-17,13,영업중,0,0,2,0,2,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,독채펜션현,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신례로 307,제주특별자치도 서귀포시 남원읍 신례리 1006-1,33.28995845,126.6278474,1996-09-19,13,영업중,1,0,1,0,1,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,새왓댁 1호점,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신례로379번길 31-8,제주특별자치도 서귀포시 남원읍 신례리 1169,33.29139981,126.6229457,2020-08-28,13,영업중,2,0,3,0,3,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,K하우스,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신례상로 12-4,제주특별자치도 서귀포시 남원읍 신례리 1276,33.29293612,126.6278616,2016-07-06,13,영업중,2,0,1,0,1,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,코롱코롱,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신례동로 121-19,제주특별자치도 서귀포시 남원읍 신례리 1468-5,33.29703775,126.6306249,2017-03-14,13,영업중,1,0,2,1,1,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,제주펜션 모이헤이,기타일반 및 생활 숙박시설 운영업,064-767-1005,제주특별자치도 서귀포시 남원읍 신례로379번길 36-28,제주특별자치도 서귀포시 남원읍 신례리 1138 ,33.29320353,126.6208766,2014-04-04,13,영업중,2,0,10,0,10,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,명랑해녀홈스테이,민박업,,제주특별자치도 서귀포시 남원읍 신레상로38번길 8,제주특별자치도 서귀포시 남원읍 신례리 1337-2,33.29309999,126.6306576,2021-03-08,13,영업중,1,0,1,0,1,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,이지원,민박업,064-767-1999,제주특별자치도 서귀포시 남원읍 신례로379번길 25,제주특별자치도 서귀포시 남원읍 신례리 1131-1,33.29161355,126.6220752,2020-05-20,13,영업중,1,0,3,2,1,2022-09-30
신례1리마을,서귀포시,남원읍,신례1리,모모하우스 2호점,민박업,,제주특별자치도 서귀포시 남원읍 신례상로 12-9,제주특별자치도 서귀포시 남원읍 신례리 1286-1,33.29250659,126.6281962,2020-10-12,13,영업중,2,0,1,0,1,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,제주하늘채,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신례로 101-8,제주특별자치도 서귀포시 남원읍 신례리 362-5,33.27500141,126.6381027,2013-06-03,13,영업중,2,0,5,0,5,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,행복나무,기타일반 및 생활 숙박시설 운영업,064-767-1600,제주특별자치도 서귀포시 남원읍 신례로 95,제주특별자치도 서귀포시 남원읍 신례리 357-3번지 ,33.27462537,126.6390139,2013-12-13,13,영업중,3,0,4,0,4,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,오빌하우스,기타일반 및 생활 숙박시설 운영업,070-7722-0816,제주특별자치도 서귀포시 공천포로11번길 15,제주특별자치도 서귀포시 남원읍 신례리 85-5,33.26484454,126.6404333,1995-02-21,13,영업중,2,0,4,0,4,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,금앤옥통나무팬션,기타일반 및 생활 숙박시설 운영업,064-733-5212,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 6,제주특별자치도 서귀포시 남원읍 신례리 729-1 ,33.28254045,126.6294032,2016-11-11,13,영업중,1,0,8,0,8,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,토토펜션,기타일반 및 생활 숙박시설 운영업,1644-9565,제주특별자치도 서귀포시 남원읍 공천포로 137-4,제주특별자치도 서귀포시 남원읍 신례리 10-3,33.26880019,126.6474285,2015-07-15,13,영업중,3,0,4,0,4,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,공천포별장,기타일반 및 생활 숙박시설 운영업,1644-9565,제주특별자치도 서귀포시 남원읍 공천포로 137-6,제주특별자치도 서귀포시 남원읍 신례리 10,33.26875002,126.6472248,2015-07-17,13,영업중,3,0,4,0,4,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,공새미온,기타일반 및 생활 숙박시설 운영업,0507-1339-0882,제주특별자치도 서귀포시 남원읍 신례로204번길 124,제주특별자치도 서귀포시 남원읍 신례리 580,33.27854978,126.6453015,2016-01-06,13,영업중,2,0,6,2,4,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,올레5게스트하우스,민박업,0507-1401-5455,제주특별자치도 서귀포시 남원읍 공천포로 137-5,제주특별자치도 서귀포시 남원읍 신례리 8-2,33.26866314,126.6467904,2014-06-12,13,영업중,2,0,4,0,4,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,게스트하우스보통,민박업,,제주특별자치도 서귀포시 남원읍 공천포로 47-1,제주특별자치도 서귀포시 남원읍 신례리 70-1,33.26319501,126.6405903,1968-03-19,13,영업중,2,0,6,6,0,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,공천포민박,민박업,064-767-0150,제주특별자치도 서귀포시 남원읍 공천포로93,제주특별자치도 서귀포시 남원읍 신례리 27-1,33.26645643,126.6428577,1991-07-08,13,영업중,0,0,4,,,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,너울랑게스트하우스,민박업,0507-1305-3950,제주특별자치도 서귀포시 남원읍 일주동로 7857,제주특별자치도 서귀포시 남원읍 신례리 18,33.26852293,126.6450469,2013-11-11,13,영업중,2,1,5,0,5,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,당신의공천포,민박업,,제주특별자치도 서귀포시 남원읍 공천포로 63,제주특별자치도 서귀포시 남원읍 신례리 58,33.26461149,126.6409092,2006-02-01,13,영업중,1,0,4,0,4,2022-09-30
신례2리마을,서귀포시,남원읍,신례2리,봉주르제주,민박업,0507-1376-6612,제주특별자치도 서귀포시 남원읍 중산간동로7165번길 21,제주특별자치도 서귀포시 남원읍 신례리 715-3,33.28173249,126.6283144,1975-04-03,13,영업중,1,0,3,0,3,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,렌트하우스맑음,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 태신해안로 253,제주특별자치도 서귀포시 남원읍 신흥리 156-3,33.30055191,126.7686911,1991-12-26,13,영업중,1,0,1,0,1,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,펜션정원,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 일주동로 6523,제주특별자치도 서귀포시 남원읍 신흥리 20-3번지 ,33.30640635,126.7751612,2016-02-04,13,영업중,0,0,9,0,9,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,아토펜션,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신흥앞동산로 84,제주특별자치도 서귀포시 남원읍 신흥리 288-6,33.30876412,126.767813,2013-08-06,13,영업중,1,0,7,2,5,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,더빌라스오션,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 태신해안로 271,제주특별자치도 서귀포시 남원읍 신흥리 125-6,33.30097023,126.7706199,2021-04-15,13,영업중,2,0,2,0,2,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,늘하우스,기타일반 및 생활 숙박시설 운영업,064-764-5015,제주특별자치도 서귀포시 남원읍 신흥로13번길 22,제주특별자치도 서귀포시 남원읍 신흥리 176-4,33.30071364,126.7659822,2017-12-21,13,영업중,2,0,6,1,5,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,사계절,기타일반 및 생활 숙박시설 운영업,0507-1414-3494,제주특별자치도 서귀포시 남원읍 신흥앞동산로40번길 30,제주특별자치도 서귀포시 남원읍 신흥리 83,33.30574932,126.7720892,2017-09-12,13,영업중,2,0,2,0,2,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,룸엣155,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 태신해안로 245-8,제주특별자치도 서귀포시 남원읍 신흥리 155,33.30061371,126.7679849,2020-03-09,13,영업중,2,0,9,0,9,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,퐁낭퐁낭,기타일반 및 생활 숙박시설 운영업,,제주특별자치도 서귀포시 남원읍 신흥앞동산로 81-4,제주특별자치도 서귀포시 남원읍 신흥리 289-3,33.30811804,126.7682657,2020-05-06,13,영업중,1,0,1,0,1,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,느영나영게스트하우스,민박업,0507-1400-5002,제주특별자치도 서귀포시 신흥로13번길 23,제주특별자치도 서귀포시 남원읍 신흥리 168-8,33.30074654,126.7666961,1997-04-01,13,영업중,1,0,3,0,3,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,또봄이네 게스트하우스,민박업,,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 3,제주특별자치도 서귀포시 남원읍 신흥리 271-1,33.30704327,126.7684887,1990-12-28,13,영업중,1,0,2,0,2,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,루다스테이,민박업,0507-1333-7932,제주특별자치도 서귀포시 남원읍 신흥로 74,제주특별자치도 서귀포시 남원읍 신흥리 557-26,33.30685887,126.763931,2019-04-17,13,영업중,2,0,2,0,2,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,밤편지,민박업,,제주특별자치도 서귀포시 남원읍 신흥앞동산로 82,제주특별자치도 서귀포시 남원읍 신흥리 287-1,33.30870607,126.7681138,2021-03-15,13,영업중,1,0,3,0,3,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,방구동 산책,민박업,,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 6-3,제주특별자치도 서귀포시 남원읍 신흥리 274,33.30692263,126.7690689,1996-05-15,13,영업중,1,0,1,,,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,제이앤스테이,민박업,064-711-7382,제주특별자치도 서귀포시 남원읍 신흥로 176,제주특별자치도 서귀포시 남원읍 신흥리 713-2,33.31201659,126.754827,2017-02-01,13,영업중,2,0,2,0,2,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,녹음실제주,민박업,,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 2-1,제주특별자치도 서귀포시 남원읍 신흥리 274-1,33.3066157,126.768871,2022-04-22,13,영업중,1,0,1,0,1,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,제주머뭄,민박업,0507-1467-1165,제주특별자치도 서귀포시 남원읍 중산간동로 5716-6,제주특별자치도 서귀포시 남원읍 신흥리 831,33.32101968,126.7538567,2014-01-16,13,영업중,1,0,1,0,1,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,별하비스테이,민박업,0507-1384-0273,제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 23-4,제주특별자치도 서귀포시 남원읍 신흥리 299-10,33.30741047,126.767167,2022-07-22,13,영업중,1,0,2,0,2,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,찰리즈하우스,민박업,0507-1376-3179,제주특별자치도 서귀포시 남원읍 신흥앞동산로11번길 108-71,제주특별자치도 서귀포시 남원읍 신흥리 471,33.31879229,126.7605857,2022-06-08,13,영업중,2,0,2,0,2,2022-09-30
신흥1리마을,서귀포시,남원읍,신흥1리,폴개네제주드림캠프,여관업,070-4274-1777,제주특별자치도 서귀포시 남원읍 원님로 473,제주특별자치도 서귀포시 남원읍 신흥리 2098 ,33.34505183,126.749014,2018-07-26,13,영업중,3,0,8,4,4,2022-09-30
